user playlist,knn recs,mf recs,s,r,euclidean dist,normalized euclidean dist,cosine sim,jaccard sim
"['apollo - radio edit _ hardwell', 'tú no ajaunta (checkmate) - spanish edit _ cypress hill', 'chandelier _ sia', 'odio _ romeo santos', 'lightning (feat. john rzeznik) _ cash cash', 'voice of chunk _ the lounge lizards', 'satisfy you _ diddy', 'here it goes again _ ok go', 'ayy ladies _ travis porter', 'a las cosas por su nombre _ violadores del verso', 'the way you make me feel - 2012 remaster _ michael jackson', 'to live and die in l.a. _ makaveli', 'fat lip _ sum 41', 'got to have your love _ mantronix', 'we interrupt this programme _ coburn', 'santa muerte _ cartel de santa', 'one in a million - paris blohm remix _ andrew rayel', 'motor city madhouse - edit _ ted nugent', ""i can't wait another minute _ hi-five"", 'home - tiësto vs. twoloud remix _ dotan']","['867-5309 / jenny _ tommy tutone', 'back (with jake owen) _ colt ford', 'boy you knock me out - single edit _ tatyana ali', 'watch the sunrise - radio edit _ axwell', 'piedra _ caifanes', 'drivin’ around song (feat. jason aldean) _ colt ford', 'helluva - radio mix _ brotherhood creed', 'who i am _ nick jonas & the administration', 'i will never let you down - r3hab remix _ rita ora', 'dance or die (feat. saul williams) _ janelle monáe', 'isla para dos _ nano cabrera', 'right here _ jess glynne', 'ink _ coldplay', 'summertime - single edit _ dj jazzy jeff & the fresh prince', 'bendita tu luz _ maná', 'lessons in love (feat. neon trees) _ kaskade', 'rider _ future', ""that's what you get _ paramore"", 'help our souls (urban contact radio edit) _ nihils', 'so close _ jennette mccurdy', ""can't back down _ demi lovato"", 'rub you the right way - radio edit _ johnny gill', 'hard hittaz - explicit album version _ three 6 mafia', 'sueños _ diego torres', 'something about the sunshine _ anna margaret', 'dreamlover _ mariah carey', 'animal instinct _ the cranberries', 'sugar - remix _ maroon 5', 'somebody to love remix _ justin bieber', 'the noise inside my head _ assemblage 23', 'hold back the river _ james bay', 'trojans _ atlas genius', 'guilty pleasure _ bryce vine', ""home we'll go _ walk off the earth"", 'temptation _ corina', ""it don't come easy _ ringo starr"", 'tbc _ ragazzi', ""it's you - radio edit _ syn cole"", 'wolves _ digitalism', 'firework _ katy perry', 'take me - radio edit _ tiësto', 'sour patch kids _ bryce vine', 'just the way you are _ bruno mars', 'blame it on waylon _ josh thompson', 'heaven (featuring do) _ dj sammy']","['que bueno baila usted _ beny moré', 'girlfriend - single version _ pebbles', 'control _ puddle of mudd', 'call that a comeback _ you me at six', 'here it goes again _ ok go', 'money trees _ kendrick lamar', 'long cool woman (in a black dress) _ the hollies', 'tomorrow _ the roots', 'sara smile _ daryl hall & john oates', 'dance the night away _ van halen', 'holiday _ green day', 'girls dem sugar _ beenie man', 'seth _ congorock', 'pretty fly (for a white guy) _ the offspring', 'suffocation blues _ black pistol fire', ""that's what friends are for _ dionne warwick"", ""tender love _ force m.d.'s"", 'walking on sunshine _ sam amidon', 'still crazy after all these years _ paul simon', 'played like a piano _ king t', 'we interrupt this programme _ coburn', 'a las cosas por su nombre _ violadores del verso', 'teenage dirtbag _ wheatus', 'ein spiel (fabrik-c remix) _ nachtmahr', 'like a stone _ audioslave', 'satisfy you _ diddy', ""train kept a rollin' _ aerosmith"", 'weak - radio edit _ swv', 'motor city madhouse - edit _ ted nugent', 'prayer of the refugee _ rise against', 'not alone _ brian mcknight', 'a.d.i.d.a.s. - explicit album version _ killer mike', 'superstar _ tye tribbett', 'princes of the universe _ queen', 'put you on the game _ the game', 'the kids (feat. janelle monáe) _ b.o.b', 'heart-shaped box _ nirvana', 'out the window _ violent femmes', 'mr. jones - live at chelsea studios, new york/1997 _ counting crows', 'honey love _ r. kelly', 'wake up _ wiz khalifa', 'my prerogative _ bobby brown', 'light my fire - new stereo mix advanced resolution _ the doors', ""dust n' bones _ guns n' roses"", 'high _ young rising sons']",20,45,3.9296664754974873,0.02173849522939524,0.99990816078565,0.0
"['black and yellow _ wiz khalifa', 'mi mi mi - radio edit _ serebro', 'i just wanna party _ yg', 'who do you love _ george thorogood & the destroyers', ""it's not easy _ ofege"", 'super bass _ nicki minaj', 'city of dreams (feat. ruben haze) _ dirty south & alesso', 'new shoes _ paolo nutini', 'niña bonita _ chino & nacho', ""i'm dreamin' _ christopher williams"", 'prrrum - remix _ cosculluela', 'fell in love with a boy _ joss stone', 'another one bites the dust - remastered 2011 _ queen', 'my girly - radio edit version _ ready for the world', 'riptide _ vance joy', 'paradise - tiësto remix _ coldplay', ""season's trees (feat. norah jones) _ danger mouse"", 'radio nowhere _ bruce springsteen', 'weak - radio edit _ swv', 'down under _ men at work']","['boy you knock me out - single edit _ tatyana ali', 'helluva - radio mix _ brotherhood creed', 'ink _ coldplay', '867-5309 / jenny _ tommy tutone', 'who i am _ nick jonas & the administration', 'right here _ jess glynne', 'isla para dos _ nano cabrera', 'sueños _ diego torres', 'dance or die (feat. saul williams) _ janelle monáe', 'bendita tu luz _ maná', 'so close _ jennette mccurdy', 'tengo tu love _ sie7e', 'piedra _ caifanes', 'dreamlover _ mariah carey', 'something about the sunshine _ anna margaret', 'summertime - single edit _ dj jazzy jeff & the fresh prince', 'i will never let you down - r3hab remix _ rita ora', 'ne partons pas fâchés _ raphaël', 'smile _ lily allen', ""j'veux un mec - marlon b _ adrienne pauly"", ""she's got that vibe - radio edit _ r. kelly"", 'wolves _ digitalism', ""can't back down _ demi lovato"", 'blame it on the rain _ milli vanilli', 'swim _ fickle friends', 'perdido en tus ojos _ don omar', 'twork it out _ usher', 'dead inside _ muse', 'back (with jake owen) _ colt ford', 'sugar - remix _ maroon 5', 'zebra _ john butler trio', ""home we'll go _ walk off the earth"", 'wifey _ next', ""it don't come easy _ ringo starr"", 'algiers _ the afghan whigs', 'morrison _ frenship', ""somebody's crying - remastered _ chris isaak"", 'show me the way _ penguin prison', 'tbc _ ragazzi', 'drivin’ around song (feat. jason aldean) _ colt ford', 'just the way you are _ bruno mars', ""keep on walkin' _ cece peniston"", 'tender lover _ babyface', 'self control _ laura branigan', 'you are my heart _ rex williams', 'he said she said _ ashley tisdale', 'sabes a chocolate _ kumbia kings', 'dame un besito (feat. chino & nacho) _ fainal', ""i think i'm in love _ kat dahlia"", 'help our souls (urban contact radio edit) _ nihils']","['collapse - g-unit freestyle _ g-unit', 'my shadow _ clubfeet', 'falling for you _ tamia', 'cry for you (spencer & hill remix) _ september', 'breakfast in america _ supertramp', 'elements - original mix _ franky rizardo', 'city of dreams (feat. ruben haze) _ dirty south & alesso', 'lying from you _ linkin park', 'te amaré _ miguel bosé', 'for all my ladies _ trick daddy', 'dance the night away _ van halen', 'holiday _ green day', 'another one bites the dust - remastered 2011 _ queen', 'only happy when it rains _ garbage', 'facts of love _ jeff lorber', 'gold skies _ sander van doorn', 'miami 82 - vocal radio mix _ syn cole', 'pretty fly (for a white guy) _ the offspring', 'prrrum - remix _ cosculluela', ""tender love _ force m.d.'s"", ""let's get it started _ the black eyed peas"", 'reflections _ misterwives', 'miraj - original mix _ sandro silva', 'in your arms _ kina grannis', 'my girly - radio edit version _ ready for the world', 'somebody told me _ the killers', 'we interrupt this programme _ coburn', 'teenage dirtbag _ wheatus', 'a las cosas por su nombre _ violadores del verso', 'i wanna love like that _ tony thompson', 'celebration _ the game', 'weak - radio edit _ swv', 'prayer of the refugee _ rise against', 'surrender all _ sean c. johnson', 'not alone _ brian mcknight', 'tree of life _ ab-soul', 'chuck norris - radio edit _ kongsted', 'the pot _ tool', 'princes of the universe _ queen', 'put you on the game _ the game', 'lo que paso, paso _ daddy yankee', 'mr. jones - live at chelsea studios, new york/1997 _ counting crows', 'latin thugs - explicit album version _ cypress hill featuring tego calderon', 'un caballo llamado muerte - live _ miguel rios', 'edge of a broken heart _ vixen', 'dark horse feat. juicy j (originally performed by katy perry) [karaoke version] _ paris music', 'i love you _ faith evans', '중독 overdose _ exo-k', 'metalhammer _ and one', 'high _ young rising sons']",20,50,12.776448505963495,0.07067794853005686,0.9999022486103938,0.0
"['leaving you - thomas newson radio edit _ audien', 'clarity - tiësto remix _ zedd', 'cereal killer _ geto boys', 'the boys of summer _ don henley', 'it never rains in southern california _ albert hammond', 'i luv it _ jeezy', 'i feel so alive _ capital kings', 'good looking _ don omar', 'ella ella _ don omar', 'lights out - 2008 remastered version _ ufo', 'hysteria 2013 (re-recorded version) - single _ def leppard', 'one more night _ maroon 5', 'colourblind - radio edit _ thomas gold', 'i wanna fuck you _ snoop dogg', 'one more drink (co-starring t-pain) _ ludacris', ""you're the one for me _ april"", 'ven bailalo _ angel y khriz', 'feels like the first time _ foreigner', 'skeletons _ heartist', 'the bottle _ hermano', 'falling in love _ crystal bats', 'when doves cry _ prince', 'scentless apprentice _ nirvana', 'you spin me round (like a record) _ dead or alive', 'price tag _ jessie j']","['dream police _ cheap trick', 'boy you knock me out - single edit _ tatyana ali', 'piedra _ caifanes', 'the noise inside my head _ assemblage 23', '867-5309 / jenny _ tommy tutone']","['think of you - radio edit _ whigfield', 'the hum - short edit _ dimitri vegas & like mike', 'the pretender _ foo fighters', 'unchain the earth _ rpwl', 'like a g6 _ far east movement']",25,5,12.678295685100517,0.07013497760838051,0.9998023391205116,0.0
"['midnight blue _ lou gramm', 'in paradise _ laissez faire', ""nobody's fool _ cinderella"", 'oh no _ andrew bird', 'bounce generation - original mix _ tjr', 'bossaura _ kollegah', 'payphone _ maroon 5', 'right now (na na na) _ akon', 'misery business - acoustic version _ paramore', ""can't you see - original mix _ shermanology"", 'sobeautiful _ musiq soulchild', 'army of me _ björk', 'we can make the world stop _ the glitch mob', 'no woman, no cry - live at the lyceum, london/1975 _ bob marley & the wailers', 'the christmas song _ nat king cole', 'when the sun goes down _ arctic monkeys', 'judas _ lady gaga', 'this love _ maroon 5', 'pegaito a la pared (feat. plan b) - remix _ tego calderon', 'sweet soul music _ arthur conley', 'tipsy - club mix _ j-kwon', 'bad - 2012 remaster _ michael jackson', 'mockingbird _ eminem', 'a little respect (remastered 2009) _ erasure', 'thunderstruck _ ac/dc']","['rider _ future', 'piedra _ caifanes', 'closer _ travis', 'boy you knock me out - single edit _ tatyana ali', 'isla para dos _ nano cabrera', 'summertime - single edit _ dj jazzy jeff & the fresh prince', 'se me acaba _ morbo', 'so close _ jennette mccurdy', 'twork it out _ usher', 'who i am _ nick jonas & the administration']","['papa was a rolling stone _ was (not was)', 'unstoppable - vinai remix _ r3hab', 'your number _ ayo jay', 'sobeautiful _ musiq soulchild', 'in the land of grey & pink _ caravan', 'un millon de años luz _ soda stereo', 'criminology _ raekwon', 'metele sazon _ tego calderon', 'unless we forget - original mix _ jewelz', 'toulouse - bobby anthony vocal mix _ nicky romero']",25,10,4.412933669681832,0.024411877731651904,0.9999507052767465,0.0
"['turn it up _ dimitri vegas & like mike', 'chandelier (feat. lauriana mae) _ b.o.b', ""say it ain't so _ weezer"", 'just another thing (feat. crucifix) _ the lacs', 'intoxicated - radio edit _ martin solveig', 'something in common _ whitney houston', 'como tu no hay dos _ buxxi', 'make it _ aerosmith', 'i won’t complain _ benjamin clementine', 'my part of town _ tuff crew', 'every picture tells a story _ rod stewart', 'west savannah _ outkast', 'we are golden - calvin harris remix _ mika', 'twerk anthem - original mix _ tony junior', ""x gon' give it to ya _ dmx"", 'los mate _ tego calderon', 'just got paid _ johnny kemp', 'lola - remastered _ the kinks', 'coming home _ swv', 'flex (ooh, ooh, ooh) _ rich homie quan', 'georgia - 2003 digital remaster _ orchestral manoeuvres in the dark', 'fell in love with a boy _ joss stone', 'karma police _ radiohead', 'guasa, guasa _ tego calderon', 'bring it _ trapt']","['boy you knock me out - single edit _ tatyana ali', 'piedra _ caifanes', '867-5309 / jenny _ tommy tutone', 'summertime - single edit _ dj jazzy jeff & the fresh prince', 'rider _ future', 'twork it out _ usher', 'set adrift on memory bliss - radio edit _ p.m. dawn', 'dreamlover _ mariah carey', 'just the way you are _ bruno mars', 'i got the feeling _ today', 'ink _ coldplay', 'dance or die (feat. saul williams) _ janelle monáe', 'tender lover _ babyface', 'isla para dos _ nano cabrera', 'armageddon _ ying yang twins']","['something in common _ whitney houston', 'like a rolling stone _ bob dylan', 'daylight _ maroon 5', 'each day gets better _ john legend', 'platinum chains _ michael woods', 'remember when _ mitch murder', 'high pressure dave _ health', 'keep together _ hunter hunted', 'borrowed time _ parquet courts', 'feel it in the air _ beanie sigel', 'black birds _ artofficial', 'shhh _ tevin campbell', ""bia' bia' _ lil jon"", 'put it on me _ ja rule', 'en su nota _ don omar']",25,15,12.50151713524852,0.0691570575516585,0.9998596676626486,0.0
"[""livin' it up - album version (edited) _ ja rule"", 'oxas _ gamper & dadoni', 'do you think about me _ 50 cent', 'strange _ interfront', ""let's spend the night together - stereo version _ the rolling stones"", 'one for the money _ escape the fate', 'wicked ones _ dorothy', 'how we party _ r3hab', 'round & round _ selena gomez & the scene', 'king - radio edit _ ahzee', 'cocaine habit _ old crow medicine show', 'murder world _ la coka nostra', 'weightless _ all time low', 'roll with it - explicit album version _ three 6 mafia', 'underdog _ you me at six', 'angel _ fra lippo lippi', 'let me see it _ ugk', 'perfect way _ scritti politti', 'tu cuerpo me llama _ reykon', 'gangster trippin _ fatboy slim', 'always _ atlantic starr', 'just like paradise _ david lee roth', 'are you ready _ ac/dc', 'feel good inc. _ gorillaz', 'action this day - remastered 2011 _ queen']","['hard hittaz - explicit album version _ three 6 mafia', 'piedra _ caifanes', ""j'veux un mec - marlon b _ adrienne pauly"", '867-5309 / jenny _ tommy tutone', 'back (with jake owen) _ colt ford', 'rider _ future', 'just the way you are _ bruno mars', 'ink _ coldplay', ""that's what you get _ paramore"", 'dance or die (feat. saul williams) _ janelle monáe', 'drivin’ around song (feat. jason aldean) _ colt ford', 'so close _ jennette mccurdy', 'right here _ jess glynne', 'i will never let you down - r3hab remix _ rita ora', 'isla para dos _ nano cabrera', 'trojans _ atlas genius', 'i go crazy _ flesh for lulu', 'run like the river _ vintage trouble', ""home we'll go _ walk off the earth"", 'ne partons pas fâchés _ raphaël']","['years _ alesso', ""don't take your spirit away _ deitrick haddon"", 'aunque te fuiste _ don omar', ""i found my smile again _ d'angelo"", 'action this day - remastered 2011 _ queen', 'fast lane _ bad meets evil', 'do you think about me _ 50 cent', 'bossa & people _ el kuelgue', 'burning flame _ vitamin z', ""let's spend the night together - stereo version _ the rolling stones"", 'somebody that i used to know - 4frnt remix _ gotye', 'the tears of a clown _ the english beat', 'suite: judy blue eyes - remastered _ crosby, stills & nash', 'doag _ great minds', 'blue monday _ nouvelle vague', 'burn _ kshmr', 'jubilee street _ nick cave & the bad seeds', ""can't live without your love _ janelle monáe"", 'imaginate _ wisin & yandel', 'cinema (feat. gary go) - radio edit _ benny benassi']",25,20,2.3188288177043126,0.012827513354060887,0.9998790853482227,0.0
"['where are ü now (with justin bieber) _ jack ü', 'soul holidays _ sounds of blackness', 'sultans of swing _ dire straits', 'the bomb _ all-4-one', 'you make me _ avicii', 'dollaz + sense _ dj quik', 'chevy van _ sammy johns', 'far away _ nickelback', 'live your life (feat. rihanna) _ t.i.', 'feel the love - original mix _ richard vission', 'so alive _ love and rockets', 'hells bells _ ac/dc', 'criminology _ raekwon', 'i just want to be your everything _ andy gibb', ""who am i (what's my name)? _ snoop dogg"", ""ridin' _ chamillionaire"", 'stuck on the puzzle _ alex turner', 'la llamada _ cartel de santa', ""same ol' g _ ginuwine"", 'gangsta gangsta _ n.w.a.', 'dancin - radio edit _ ali payami', 'first of the gang to die - remastered _ morrissey', 'x you - radio edit _ avicii', 'ay vamos _ j balvin', 'only the good die young _ billy joel']","['piedra _ caifanes', 'semi-charmed life _ third eye blind', 'stranger in my house _ ronnie milsap', 'twork it out _ usher', 'dreamlover _ mariah carey', 'who i am _ nick jonas & the administration', '867-5309 / jenny _ tommy tutone', 'all for you _ sister hazel', 'bendita tu luz _ maná', 'summertime - single edit _ dj jazzy jeff & the fresh prince', 'your body is a wonderland _ john mayer', 'return of the tres _ delinquent habits', 'dead inside _ muse', 'heartz of men _ 2pac', ""i'm dreamin' _ christopher williams"", 'if i ever lose my faith in you _ sting', 'back (with jake owen) _ colt ford', 'boy you knock me out - single edit _ tatyana ali', 'drivin’ around song (feat. jason aldean) _ colt ford', 'ink _ coldplay', 'mirala miralo _ alejandra guzman', 'azúcar amargo _ fey', 'smokers outside the hospital doors _ editors', ""that's what you get _ paramore"", ""keep on walkin' _ cece peniston""]","['i can only imagine (feat. chris brown & lil wayne) _ david guetta', 'take on me _ love canon', 'glow - jsapp remix _ britt nicole', ""lady _ d'angelo"", 'some kind of lover _ jody watley', 'flow violento _ arcangel', 'born on the bayou _ creedence clearwater revival', 'swag i skogen _ de vet du', 'ay vamos _ j balvin', 'all i want for christmas is you _ mariah carey', 'stuck on the puzzle _ alex turner', 'deep fear - phobia radio edit _ sidekick', 'bedsitter _ soft cell', 'good time _ owl city', ""what's your name _ lynyrd skynyrd"", 'sometimes when we touch _ dan hill', 'warrior _ disturbed', 'the bomb _ all-4-one', 'do you feel the way i do _ rahsaan patterson', 'disco inferno _ the trammps', 'there is a light that never goes out _ the smiths', 'shine _ collective soul', 'misfire - remastered 2011 _ queen', 'la llamada _ cartel de santa', ""freestyler _ bomfunk mc's""]",25,25,9.083255554862532,0.0502475995807658,0.999891012848816,0.0
"['make your mark _ drew ryan scott', ""i'd love to change the world - matstubs remix _ jetta"", 'look right through - mk vocal edit _ storm queen', 'last resort _ papa roach', 'body language - remastered 2011 _ queen', 'lessons in love (feat. neon trees) _ kaskade', ""we're an american band _ grand funk railroad"", 'pour it up _ rihanna', 'nothins free _ oobie', 'umami - original mix _ yves v', 'love and death _ ebo taylor', 'sometimes i cry _ eric benét', 'illusion _ vnv nation', 'golden _ jill scott', ""throw some d's _ rich boy"", 'we are family _ sister sledge', 'tubthumping _ chumbawamba', 'hero _ frank ocean', 'tu eres ajena _ frank reyes', ""don't try suicide - remastered 2011 _ queen"", ""that's not me _ skepta"", 'is this love - remix _ bob marley & the wailers', 'i get joy _ coko', 'lo nuestro _ gloria estefan', 'no te cuesta nada _ javiera mena']","['i will never let you down - r3hab remix _ rita ora', 'back (with jake owen) _ colt ford', 'drivin’ around song (feat. jason aldean) _ colt ford', '867-5309 / jenny _ tommy tutone', 'boy you knock me out - single edit _ tatyana ali', ""home we'll go _ walk off the earth"", 'isla para dos _ nano cabrera', 'my head is a jungle - mk remix [radio edit] _ wankelmut', 'you belong with me _ taylor swift', 'just the way you are _ bruno mars', 'the way we see the world (tomorrowland 2011 anthem) - short vocal edit _ afrojack', 'ink _ coldplay', 'rider _ future', 'we found love _ rihanna', 'hard hittaz - explicit album version _ three 6 mafia', 'hold back the river _ james bay', 'no lie _ 2 chainz', 'baila mi corazón _ belanova', 'love drug _ raheem devaughn', 'such mich find mich _ oomph!', 'tchu tchu tcha (feat. enrique iglesias) _ pitbull', 'atmosphere _ kaskade', ""j'veux un mec - marlon b _ adrienne pauly"", 'remember (original mix) _ the underdog project', 'wolves _ digitalism', 'turn the beat around _ gloria estefan', 'all night longer remix _ sammy adams', ""bitch i'm madonna _ madonna"", ""since you've been gone _ day26"", 'no soy yo (feat. redimi2) _ alex zurdo']","['lips like sugar _ echo & the bunnymen', 'virus (how about now) - original mix _ martin garrix', 'animals - gryffin remix _ maroon 5', 'pretty girl _ jon b.', 'wonder (feat. the kite string tangle) _ adventure club', 'quien la vio llorar _ don omar', 'anaconda _ nicki minaj', 'i decided _ liv warfield', 'razamanaz _ nazareth', 'how deep is your love _ dru hill', 'broken wings _ mr. mister', 'gone ride with me _ juvenile', 'puzzle _ quintino', 'tutankhamun - original mix _ borgeous', ""tear da club up '97 _ three 6 mafia"", 'say something - zac samuel remix _ karen harding', 'last resort _ papa roach', 'lola montez _ volbeat', 'chop suey! _ system of a down', ""livin' on a prayer _ bon jovi"", 'i am a river _ foo fighters', 'mírame _ daddy yankee', 'urgent _ foreigner', ""you ain't know _ birdman"", 'lo nuestro _ gloria estefan', ""summer of '69 - mtv unplugged version _ bryan adams"", 'afro puffs _ the lady of rage', 'the day you said goodnight _ hale', 'treasure _ bruno mars', 'i want her _ keith sweat']",25,30,4.341831550942841,0.024018548404940585,0.9999789649484294,0.0
"['remember when _ mitch murder', 'rising sun _ george harrison', 'run rudolph run - single version _ chuck berry', 'get up - original mix _ hiio', 'like a rolling stone - edit _ the rolling stones', 'shape of my heart _ sting', 'paparazzi - live _ xzibit', 'leaving you - thomas newson radio edit _ audien', 'cat scratch fever _ ted nugent', 'i wanna sex you up - single mix _ color me badd', ""don't cha _ the pussycat dolls"", 'tres gotas de agua bendita _ gloria estefan', 'all the small things _ blink-182', 'headed in the right direction _ india.arie', 'ten crack commandments _ the notorious b.i.g.', 'american psycho ii _ d12', 'i believe in a thing called love _ branches', 'whatta man _ salt-n-pepa', ""dangerous _ shaman's harvest"", 'private passion _ jeff lorber', 'always _ atlantic starr', ""i think i'm in love _ kat dahlia"", ""don't believe a word _ thin lizzy"", 'boyz-n-the-hood _ eazy-e', 'episode viii _ madlib']","['boy you knock me out - single edit _ tatyana ali', '867-5309 / jenny _ tommy tutone', 'piedra _ caifanes', 'back (with jake owen) _ colt ford', 'love drug _ raheem devaughn', 'animal instinct _ the cranberries', 'because of love _ janet jackson', 'watch the sunrise - radio edit _ axwell', ""chante's got a man _ chanté moore"", ""my love is the shhh! _ somethin' for the people"", 'drivin’ around song (feat. jason aldean) _ colt ford', 'no lie _ 2 chainz', ""somebody's crying - remastered _ chris isaak"", 'algiers _ the afghan whigs', 'isla para dos _ nano cabrera', 'dreamlover _ mariah carey', 'self control _ laura branigan', 'rider _ future', 'boom, boom, boom _ willie clayton', 'so close _ jennette mccurdy', ""since you've been gone _ day26"", 'hard hittaz - explicit album version _ three 6 mafia', 'gold _ spandau ballet', 'tender lover _ babyface', 'ink _ coldplay', 'stroke you up _ changing faces', 'you are my strength _ deitrick haddon', 'happily ever after _ case', 'my head is a jungle - mk remix [radio edit] _ wankelmut', 'wolves _ digitalism', 'the way we see the world (tomorrowland 2011 anthem) - short vocal edit _ afrojack', 'wifey _ next', ""home we'll go _ walk off the earth"", 'turn the beat around _ gloria estefan', 'rock my heart - radio mix _ haddaway']","['fantasy - felix jaehn remix _ alina baraz', 'silent night _ the temptations', 'dreams _ the cranberries', 'long road to ruin _ foo fighters', 'ownlee eue _ kwame and a new beginning', 'just like paradise _ david lee roth', 'learning to fly _ tom petty and the heartbreakers', ""can't you hear me knocking - remastered _ the rolling stones"", 'cámara lenta _ javiera mena', 'reminisce _ mary j. blige', 'celebration _ kylie minogue', 'my happy ending _ avril lavigne', 'go hard or go home _ wiz khalifa', 'dear maria, count me in (connect sets acoustic) _ all time low', 'ne partons pas fâchés _ raphaël', 'summertime (feat. august alsina) _ jody breeze', 'material girl _ madonna', 'dark beat - original murk mix radio edit _ oscar g & ralph falcon', 'american psycho ii _ d12', 'shooting star (remastered album version) _ bad company', 'trap back jumpin _ t.i.', 'starbreaker _ judas priest', 'piano man _ billy joel', 'tighten up _ the black keys', 'cat scratch fever _ ted nugent', 'cell - album edit _ julian calor', 'faded pictures _ case', 'alocate _ zion', ""don't _ bryson tiller"", 'double trouble _ lynyrd skynyrd', 'gossip _ you me at six', 'one headlight _ the wallflowers', 'hold the night _ lyre le temps', 'mystify _ saving abel', 'mad izm _ channel live']",25,35,5.150002725922454,0.028489265027171216,0.9999244427838629,0.0
"['my fairy king - remastered 2011 _ queen', 'hey mr. d.j. _ zhané', 'sweet november _ troop', 'im not a gentleman _ geto boys', ""don't wanna love you _ shanice"", 'man down _ rihanna', 'phenomenon _ thousand foot krutch', 'hasta contar a mil _ jotdog', 'california king bed - bassjackers radio _ rihanna', 'hold on _ en vogue', ""she's finding me out _ the friday night boys"", 'the feast and the famine _ foo fighters', 'this could be us _ rae sremmurd', 'little games - st. lucia remix _ the colourist', 'amsterdam _ rick ross', 'rakata _ wisin & yandel', 'hoy (feat. daddy yankee, j-alvarez & jory) _ farruko', 'tear in my heart _ twenty one pilots', 'billie jean _ the civil wars', 'all the young dudes _ mott the hoople', 'limitless - radio mix _ burns', 'just the way _ alfonzo hunter', 'magic _ selena gomez', 'stuck in the middle with you _ stealers wheel', 'street dreams _ nas']","['boy you knock me out - single edit _ tatyana ali', 'he said she said _ ashley tisdale', ""chante's got a man _ chanté moore"", 'summertime - single edit _ dj jazzy jeff & the fresh prince', 'wolves _ digitalism', 'who i am _ nick jonas & the administration', ""it don't come easy _ ringo starr"", 'so close _ jennette mccurdy', 'blame it on the rain _ milli vanilli', 'happily ever after _ case', 'piedra _ caifanes', 'back (with jake owen) _ colt ford', 'stranger in my house _ ronnie milsap', 'drivin’ around song (feat. jason aldean) _ colt ford', 'into you (feat. fabolous) _ tamia', 'rider _ future', 'cry _ jay sean', '867-5309 / jenny _ tommy tutone', 'nights like this _ after 7', 'tbc _ ragazzi', 'bette davis eyes _ kim carnes', 'se me acaba _ morbo', ""somebody's crying - remastered _ chris isaak"", 'dreamlover _ mariah carey', 'por ti _ belanova', 'analyse _ the cranberries', 'isla para dos _ nano cabrera', 'circle _ marques houston', 'wifey _ next', 'twork it out _ usher', ""home we'll go _ walk off the earth"", 'blackbeak _ youngblood hawke', 'do i _ alice smith', 'liquid confidence (nothing to lose) _ you me at six', 'something about the sunshine _ anna margaret', ""don't hold your breath _ nicole scherzinger"", 'no more mr. nice guy - remastered version _ alice cooper', 'part time lover _ h-town', ""i think i'm in love _ kat dahlia"", 'wicked game _ him']","['chateau lobby #4 (in c for two virgins) _ father john misty', 'go getta - (explicit) _ jeezy', 'superstition _ old school freight train', 'walk idiot walk _ the hives', 'sweet nothing (feat. florence welch) _ calvin harris', 'tear in my heart _ twenty one pilots', 'hold on _ en vogue', 'god is real _ india.arie', 'dontcha _ the internet', 'payback - original mix _ sandro silva', 'banzai - live _ miguel rios', 'the rhythm of the night _ corona', 'follow me _ vicetone', 'bye bye bye _ *nsync', 'jump (for my love) _ the pointer sisters', 'anniversary _ tony! toni! toné!', 'on my block _ scarface', 'hay _ crucial conflict', 'shout it out loud _ kiss', 'roller coaster _ blink-182', 'farmer in the city _ scott walker', 'higher _ the game', 'rise up - original mix _ mark sixma', 'stay _ david guetta', 'lost ones _ j. cole', 'levels _ avicii', 'bootie in your face - no rock drop _ deorro', 'everybody knows (the river song) _ o.v. wright', ""humpin' around - video edit _ bobby brown"", 'rock & roll band _ boston', ""don't sweat the technique _ eric b. & rakim"", 'cha cha slide - hardino mix _ dj casper', 'uptown girl _ billy joel', 'uptown funk - radio edit _ mark ronson', ""don't wanna love you _ shanice"", ""don't wanna lose you _ gloria estefan"", 'autumn sweater _ yo la tengo', ""rockin' all over the world _ status quo"", 'just give me a reason (feat. nate ruess) _ p!nk', 'cachondea _ fruko y sus tesos']",25,40,7.100376917278099,0.039278526741539165,0.9999633725312405,0.0
